method,task,regime,split,seed,episodes,success,success_probability,contact_mode_f1,boundary_error,unsafe_impulse,jam_rate,slip_overshoot,intervention_cost,data_efficiency_proxy
oracle_contact_mode_supervisor,cable_routing,nominal_contact,seen_shift,2,84,0.6905,0.692,0.7409,0.2105,0.0383,0.0638,0.0224,0.1731,0.6884
oracle_contact_mode_supervisor,cable_routing,nominal_contact,seen_shift,3,84,0.6548,0.6927,0.7492,0.2187,0.0331,0.0574,0.0224,0.1731,0.6916
oracle_contact_mode_supervisor,cable_routing,nominal_contact,seen_shift,4,84,0.7976,0.6999,0.7467,0.2163,0.0336,0.0618,0.0301,0.1731,0.677
oracle_contact_mode_supervisor,cable_routing,nominal_contact,seen_shift,5,84,0.7262,0.6955,0.7312,0.2303,0.0264,0.0552,0.0402,0.1731,0.6964
oracle_contact_mode_supervisor,cable_routing,nominal_contact,seen_shift,6,84,0.6786,0.6898,0.7323,0.215,0.0336,0.0556,0.0378,0.1731,0.6904
oracle_contact_mode_supervisor,cable_routing,nominal_contact,unseen_geometry,0,84,0.6786,0.6773,0.7603,0.21,0.027,0.0631,0.0245,0.1783,0.6902
oracle_contact_mode_supervisor,cable_routing,nominal_contact,unseen_geometry,1,84,0.631,0.6748,0.7364,0.2197,0.0378,0.0599,0.0271,0.1783,0.6924
oracle_contact_mode_supervisor,cable_routing,nominal_contact,unseen_geometry,2,84,0.7024,0.6714,0.7364,0.2167,0.0311,0.0646,0.033,0.1783,0.6969
oracle_contact_mode_supervisor,cable_routing,nominal_contact,unseen_geometry,3,84,0.6905,0.6737,0.7431,0.2168,0.0353,0.0697,0.0201,0.1783,0.6887
oracle_contact_mode_supervisor,cable_routing,nominal_contact,unseen_geometry,4,84,0.5357,0.6636,0.745,0.2046,0.0262,0.0642,0.0348,0.1783,0.6729
oracle_contact_mode_supervisor,cable_routing,nominal_contact,unseen_geometry,5,84,0.6667,0.6821,0.7442,0.2259,0.0397,0.0657,0.0265,0.1783,0.6804
oracle_contact_mode_supervisor,cable_routing,nominal_contact,unseen_geometry,6,84,0.6429,0.6768,0.7361,0.2184,0.0282,0.0708,0.0274,0.1783,0.7004
oracle_contact_mode_supervisor,cable_routing,nominal_contact,unseen_friction,0,84,0.6905,0.6763,0.7361,0.217,0.034,0.0713,0.0344,0.1813,0.6797
oracle_contact_mode_supervisor,cable_routing,nominal_contact,unseen_friction,1,84,0.6905,0.678,0.7433,0.2152,0.0284,0.0737,0.0345,0.1813,0.6947
oracle_contact_mode_supervisor,cable_routing,nominal_contact,unseen_friction,2,84,0.619,0.6735,0.7201,0.2127,0.0351,0.064,0.0336,0.1813,0.6793
oracle_contact_mode_supervisor,cable_routing,nominal_contact,unseen_friction,3,84,0.5952,0.6748,0.7349,0.2205,0.0322,0.0806,0.0259,0.1813,0.6768
oracle_contact_mode_supervisor,cable_routing,nominal_contact,unseen_friction,4,84,0.7143,0.6591,0.7338,0.2251,0.032,0.0744,0.0376,0.1813,0.695
oracle_contact_mode_supervisor,cable_routing,nominal_contact,unseen_friction,5,84,0.6905,0.6695,0.7204,0.2155,0.029,0.0612,0.0335,0.1813,0.6881
oracle_contact_mode_supervisor,cable_routing,nominal_contact,unseen_friction,6,84,0.6548,0.6727,0.7415,0.2245,0.0308,0.0719,0.0271,0.1813,0.692
oracle_contact_mode_supervisor,cable_routing,nominal_contact,combined_stress,0,84,0.6667,0.6408,0.7322,0.2182,0.0349,0.0833,0.0422,0.1901,0.6708
oracle_contact_mode_supervisor,cable_routing,nominal_contact,combined_stress,1,84,0.5952,0.6524,0.7416,0.2348,0.0432,0.0884,0.028,0.1901,0.6712
oracle_contact_mode_supervisor,cable_routing,nominal_contact,combined_stress,2,84,0.619,0.6451,0.7325,0.2229,0.036,0.0819,0.0384,0.1901,0.6688
oracle_contact_mode_supervisor,cable_routing,nominal_contact,combined_stress,3,84,0.631,0.6372,0.7236,0.2288,0.0325,0.0746,0.0369,0.1901,0.6596
oracle_contact_mode_supervisor,cable_routing,nominal_contact,combined_stress,4,84,0.631,0.6438,0.7374,0.2088,0.0334,0.0817,0.0298,0.1901,0.6652
oracle_contact_mode_supervisor,cable_routing,nominal_contact,combined_stress,5,84,0.7143,0.6572,0.7143,0.2099,0.0332,0.0784,0.0311,0.1901,0.672
oracle_contact_mode_supervisor,cable_routing,nominal_contact,combined_stress,6,84,0.6071,0.6537,0.7261,0.2286,0.0401,0.0819,0.0338,0.1901,0.6667
oracle_contact_mode_supervisor,cable_routing,impact_onset,nominal,0,84,0.6667,0.7061,0.7573,0.2222,0.0378,0.0651,0.0242,0.1713,0.6959
oracle_contact_mode_supervisor,cable_routing,impact_onset,nominal,1,84,0.7024,0.721,0.7511,0.2229,0.0401,0.0595,0.0286,0.1713,0.7123
oracle_contact_mode_supervisor,cable_routing,impact_onset,nominal,2,84,0.7738,0.7049,0.7418,0.2259,0.0439,0.0669,0.0209,0.1713,0.6976
oracle_contact_mode_supervisor,cable_routing,impact_onset,nominal,3,84,0.7262,0.7116,0.7416,0.2168,0.0413,0.0708,0.0304,0.1713,0.6963
oracle_contact_mode_supervisor,cable_routing,impact_onset,nominal,4,84,0.75,0.7101,0.7435,0.2273,0.0319,0.067,0.0199,0.1713,0.7148
oracle_contact_mode_supervisor,cable_routing,impact_onset,nominal,5,84,0.75,0.7111,0.7598,0.2269,0.0408,0.0648,0.0387,0.1713,0.7037
oracle_contact_mode_supervisor,cable_routing,impact_onset,nominal,6,84,0.6786,0.7138,0.7564,0.2195,0.0334,0.0623,0.0322,0.1713,0.6969
oracle_contact_mode_supervisor,cable_routing,impact_onset,seen_shift,0,84,0.5833,0.6783,0.7299,0.2283,0.0392,0.075,0.031,0.1838,0.6859
oracle_contact_mode_supervisor,cable_routing,impact_onset,seen_shift,1,84,0.631,0.6837,0.7626,0.2196,0.041,0.0719,0.0339,0.1838,0.689
oracle_contact_mode_supervisor,cable_routing,impact_onset,seen_shift,2,84,0.6905,0.6725,0.7381,0.2255,0.0365,0.0778,0.0281,0.1838,0.686
oracle_contact_mode_supervisor,cable_routing,impact_onset,seen_shift,3,84,0.7143,0.6694,0.7421,0.2207,0.043,0.0815,0.0353,0.1838,0.6786
oracle_contact_mode_supervisor,cable_routing,impact_onset,seen_shift,4,84,0.7738,0.6799,0.738,0.2151,0.034,0.0771,0.0264,0.1838,0.6944
oracle_contact_mode_supervisor,cable_routing,impact_onset,seen_shift,5,84,0.6548,0.6635,0.7471,0.2221,0.042,0.0834,0.0309,0.1838,0.6887
oracle_contact_mode_supervisor,cable_routing,impact_onset,seen_shift,6,84,0.6905,0.6724,0.7382,0.2254,0.0418,0.0786,0.0323,0.1838,0.6868
oracle_contact_mode_supervisor,cable_routing,impact_onset,unseen_geometry,0,84,0.631,0.6719,0.7488,0.2177,0.0418,0.0915,0.0371,0.1901,0.6955
oracle_contact_mode_supervisor,cable_routing,impact_onset,unseen_geometry,1,84,0.5357,0.6577,0.7451,0.2164,0.0407,0.0935,0.0291,0.1901,0.6803
oracle_contact_mode_supervisor,cable_routing,impact_onset,unseen_geometry,2,84,0.7143,0.6588,0.7255,0.2234,0.0473,0.0928,0.0297,0.1901,0.6896
oracle_contact_mode_supervisor,cable_routing,impact_onset,unseen_geometry,3,84,0.7143,0.661,0.7169,0.2365,0.0402,0.0798,0.0294,0.1901,0.6924
oracle_contact_mode_supervisor,cable_routing,impact_onset,unseen_geometry,4,84,0.619,0.6685,0.7434,0.2226,0.0464,0.0946,0.0288,0.1901,0.6799
oracle_contact_mode_supervisor,cable_routing,impact_onset,unseen_geometry,5,84,0.6905,0.6684,0.7194,0.2235,0.0471,0.0863,0.0265,0.1901,0.6857
oracle_contact_mode_supervisor,cable_routing,impact_onset,unseen_geometry,6,84,0.6667,0.6741,0.7599,0.2226,0.0377,0.0793,0.0274,0.1901,0.6807
oracle_contact_mode_supervisor,cable_routing,impact_onset,unseen_friction,0,84,0.6786,0.6658,0.7339,0.2212,0.0408,0.0797,0.0271,0.1937,0.6863
oracle_contact_mode_supervisor,cable_routing,impact_onset,unseen_friction,1,84,0.5952,0.6536,0.732,0.2315,0.0487,0.0832,0.0452,0.1937,0.6881
oracle_contact_mode_supervisor,cable_routing,impact_onset,unseen_friction,2,84,0.631,0.6667,0.7269,0.2173,0.0418,0.0867,0.0296,0.1937,0.6778
oracle_contact_mode_supervisor,cable_routing,impact_onset,unseen_friction,3,84,0.6786,0.6577,0.7384,0.2304,0.0486,0.0877,0.0252,0.1937,0.6732
oracle_contact_mode_supervisor,cable_routing,impact_onset,unseen_friction,4,84,0.5833,0.6601,0.7239,0.2375,0.0451,0.0793,0.0373,0.1937,0.6824
oracle_contact_mode_supervisor,cable_routing,impact_onset,unseen_friction,5,84,0.6429,0.6571,0.732,0.2131,0.0486,0.0834,0.0384,0.1937,0.6832
oracle_contact_mode_supervisor,cable_routing,impact_onset,unseen_friction,6,84,0.631,0.6622,0.7386,0.221,0.0431,0.0835,0.037,0.1937,0.6876
oracle_contact_mode_supervisor,cable_routing,impact_onset,combined_stress,0,84,0.6905,0.6258,0.7229,0.2312,0.0439,0.1124,0.0335,0.2044,0.671
oracle_contact_mode_supervisor,cable_routing,impact_onset,combined_stress,1,84,0.6071,0.6378,0.7207,0.2366,0.0521,0.0949,0.0329,0.2044,0.6722
oracle_contact_mode_supervisor,cable_routing,impact_onset,combined_stress,2,84,0.5952,0.6286,0.6972,0.2268,0.0498,0.1019,0.0423,0.2044,0.6683
oracle_contact_mode_supervisor,cable_routing,impact_onset,combined_stress,3,84,0.5357,0.6323,0.7306,0.229,0.0495,0.1017,0.0348,0.2044,0.6625
oracle_contact_mode_supervisor,cable_routing,impact_onset,combined_stress,4,84,0.5952,0.6134,0.7259,0.2256,0.0468,0.1031,0.0324,0.2044,0.6688
oracle_contact_mode_supervisor,cable_routing,impact_onset,combined_stress,5,84,0.619,0.6265,0.7366,0.2159,0.0452,0.098,0.03,0.2044,0.6714
oracle_contact_mode_supervisor,cable_routing,impact_onset,combined_stress,6,84,0.75,0.6325,0.7038,0.2287,0.0487,0.0952,0.0315,0.2044,0.6716
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,nominal,0,84,0.6786,0.722,0.7537,0.2244,0.0379,0.0461,0.0255,0.1705,0.6965
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,nominal,1,84,0.7619,0.714,0.7574,0.2257,0.036,0.0623,0.0305,0.1705,0.6987
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,nominal,2,84,0.6429,0.7038,0.7718,0.2227,0.0345,0.063,0.0374,0.1705,0.6932
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,nominal,3,84,0.7262,0.7017,0.757,0.2219,0.0318,0.0503,0.0286,0.1705,0.7006
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,nominal,4,84,0.7143,0.7023,0.7654,0.2261,0.0437,0.0536,0.0349,0.1705,0.7066
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,nominal,5,84,0.7024,0.7142,0.7531,0.2356,0.0363,0.062,0.0386,0.1705,0.6982
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,nominal,6,84,0.6786,0.7032,0.7593,0.2162,0.034,0.0596,0.0385,0.1705,0.7068
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,seen_shift,0,84,0.6786,0.6795,0.7405,0.2153,0.0369,0.0665,0.0321,0.1828,0.6952
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,seen_shift,1,84,0.7262,0.6723,0.7549,0.223,0.0346,0.067,0.0318,0.1828,0.6906
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,seen_shift,2,84,0.6786,0.6772,0.7518,0.2289,0.0388,0.0673,0.0399,0.1828,0.6961
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,seen_shift,3,84,0.7143,0.6871,0.752,0.2315,0.037,0.0624,0.0415,0.1828,0.6863
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,seen_shift,4,84,0.6786,0.6869,0.7523,0.2235,0.0452,0.0651,0.0367,0.1828,0.6862
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,seen_shift,5,84,0.5595,0.6823,0.7438,0.2264,0.0398,0.0693,0.031,0.1828,0.7042
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,seen_shift,6,84,0.6667,0.6823,0.7282,0.2308,0.0389,0.0712,0.0407,0.1828,0.7001
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,unseen_geometry,0,84,0.5952,0.6554,0.7431,0.2158,0.047,0.0793,0.0439,0.1889,0.6681
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,unseen_geometry,1,84,0.619,0.6509,0.7254,0.226,0.0333,0.0738,0.033,0.1889,0.7017
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,unseen_geometry,2,84,0.631,0.6536,0.7246,0.2335,0.0408,0.0762,0.0339,0.1889,0.6844
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,unseen_geometry,3,84,0.631,0.6591,0.7513,0.2298,0.0379,0.0789,0.0348,0.1889,0.691
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,unseen_geometry,4,84,0.5952,0.6566,0.7485,0.2238,0.0386,0.0732,0.0311,0.1889,0.6851
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,unseen_geometry,5,84,0.631,0.669,0.7267,0.2249,0.0407,0.0732,0.0363,0.1889,0.6866
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,unseen_geometry,6,84,0.6667,0.6536,0.7464,0.2332,0.0444,0.0844,0.0342,0.1889,0.6837
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,unseen_friction,0,84,0.619,0.6707,0.7306,0.227,0.0303,0.0831,0.0448,0.1925,0.6749
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,unseen_friction,1,84,0.5833,0.6492,0.7374,0.233,0.0358,0.078,0.0429,0.1925,0.6823
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,unseen_friction,2,84,0.631,0.6574,0.7356,0.2261,0.0351,0.0839,0.0437,0.1925,0.689
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,unseen_friction,3,84,0.5714,0.6591,0.7591,0.2158,0.045,0.0782,0.0441,0.1925,0.6708
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,unseen_friction,4,84,0.6667,0.6559,0.7311,0.223,0.0435,0.0845,0.0437,0.1925,0.6878
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,unseen_friction,5,84,0.75,0.6595,0.7283,0.2292,0.0325,0.0797,0.0473,0.1925,0.7
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,unseen_friction,6,84,0.6786,0.6553,0.7441,0.2154,0.0478,0.0875,0.0377,0.1925,0.7006
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,combined_stress,0,84,0.6429,0.6337,0.7103,0.2173,0.0399,0.0931,0.0411,0.203,0.6737
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,combined_stress,1,84,0.619,0.6358,0.7206,0.226,0.0457,0.0902,0.0402,0.203,0.6761
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,combined_stress,2,84,0.6071,0.6157,0.7162,0.219,0.044,0.0837,0.0457,0.203,0.664
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,combined_stress,3,84,0.5595,0.6186,0.7116,0.2275,0.0469,0.0895,0.0433,0.203,0.6653
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,combined_stress,4,84,0.6786,0.6327,0.731,0.2371,0.0417,0.0904,0.0442,0.203,0.6785
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,combined_stress,5,84,0.5952,0.6384,0.729,0.2328,0.0436,0.0919,0.0476,0.203,0.6738
oracle_contact_mode_supervisor,cable_routing,stick_slip_transition,combined_stress,6,84,0.6071,0.6197,0.7294,0.2297,0.0442,0.0951,0.049,0.203,0.667
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,nominal,0,84,0.6786,0.716,0.7548,0.224,0.0305,0.0537,0.025,0.1688,0.6962
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,nominal,1,84,0.8452,0.7153,0.7716,0.229,0.0402,0.0509,0.0326,0.1688,0.7067
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,nominal,2,84,0.7262,0.7129,0.7424,0.2151,0.0369,0.06,0.0236,0.1688,0.6927
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,nominal,3,84,0.7738,0.716,0.7473,0.2227,0.0393,0.0617,0.0228,0.1688,0.7037
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,nominal,4,84,0.6667,0.702,0.7648,0.2214,0.0437,0.0528,0.0271,0.1688,0.7116
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,nominal,5,84,0.631,0.7033,0.7416,0.2128,0.0389,0.0491,0.033,0.1688,0.6995
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,nominal,6,84,0.7738,0.7215,0.7516,0.2141,0.0315,0.0459,0.0235,0.1688,0.6943
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,seen_shift,0,84,0.6905,0.681,0.7423,0.2132,0.0344,0.0648,0.0305,0.1807,0.6829
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,seen_shift,1,84,0.6786,0.6847,0.7482,0.2309,0.035,0.0697,0.0307,0.1807,0.6947
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,seen_shift,2,84,0.631,0.6857,0.7393,0.2157,0.0375,0.0676,0.0346,0.1807,0.6905
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,seen_shift,3,84,0.631,0.684,0.7471,0.2156,0.0395,0.0732,0.0302,0.1807,0.6863
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,seen_shift,4,84,0.6548,0.689,0.7516,0.223,0.0408,0.0702,0.0289,0.1807,0.7027
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,seen_shift,5,84,0.619,0.685,0.7483,0.2197,0.0332,0.064,0.0344,0.1807,0.6888
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,seen_shift,6,84,0.6667,0.6801,0.7387,0.2253,0.0338,0.0648,0.0431,0.1807,0.6927
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,unseen_geometry,0,84,0.619,0.6649,0.7563,0.2201,0.0467,0.0732,0.0299,0.1867,0.7034
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,unseen_geometry,1,84,0.631,0.6729,0.7342,0.2132,0.0367,0.0737,0.0294,0.1867,0.6803
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,unseen_geometry,2,84,0.6786,0.6646,0.7398,0.2211,0.0441,0.0741,0.0321,0.1867,0.67
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,unseen_geometry,3,84,0.6667,0.674,0.7286,0.2209,0.0421,0.0742,0.0303,0.1867,0.6814
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,unseen_geometry,4,84,0.7262,0.6771,0.7541,0.2265,0.0404,0.0713,0.0314,0.1867,0.6809
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,unseen_geometry,5,84,0.7024,0.6731,0.7439,0.2239,0.0397,0.0824,0.0265,0.1867,0.6862
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,unseen_geometry,6,84,0.7143,0.6679,0.7354,0.2297,0.0335,0.0759,0.0382,0.1867,0.6948
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,unseen_friction,0,84,0.6786,0.6627,0.7039,0.2199,0.0404,0.0713,0.0394,0.1901,0.6761
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,unseen_friction,1,84,0.7024,0.6654,0.7214,0.2223,0.0332,0.0796,0.0474,0.1901,0.6942
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,unseen_friction,2,84,0.5714,0.6696,0.733,0.2166,0.0337,0.0723,0.0384,0.1901,0.6905
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,unseen_friction,3,84,0.6905,0.662,0.7333,0.2241,0.0462,0.0668,0.0329,0.1901,0.6797
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,unseen_friction,4,84,0.631,0.654,0.7214,0.2308,0.0388,0.0781,0.0343,0.1901,0.7025
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,unseen_friction,5,84,0.5952,0.6535,0.7298,0.2214,0.0382,0.075,0.0441,0.1901,0.6957
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,unseen_friction,6,84,0.7262,0.6501,0.7324,0.2109,0.0406,0.0678,0.0492,0.1901,0.6844
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,combined_stress,0,84,0.6548,0.6378,0.7217,0.2203,0.0528,0.0937,0.0309,0.2003,0.6816
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,combined_stress,1,84,0.6429,0.628,0.7167,0.2224,0.0293,0.0933,0.0382,0.2003,0.6821
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,combined_stress,2,84,0.6548,0.6337,0.7295,0.2141,0.0429,0.0939,0.0343,0.2003,0.6882
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,combined_stress,3,84,0.6667,0.6243,0.7235,0.221,0.0349,0.0866,0.0364,0.2003,0.6719
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,combined_stress,4,84,0.5476,0.6325,0.718,0.2219,0.0429,0.0887,0.0453,0.2003,0.6788
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,combined_stress,5,84,0.7143,0.631,0.7101,0.2237,0.046,0.0868,0.0465,0.2003,0.6726
oracle_contact_mode_supervisor,cable_routing,unilateral_lift_off,combined_stress,6,84,0.619,0.6295,0.7267,0.2239,0.0361,0.0869,0.0498,0.2003,0.6645
oracle_contact_mode_supervisor,cable_routing,contact_jamming,nominal,0,84,0.7143,0.7073,0.7645,0.219,0.0424,0.0545,0.0265,0.1721,0.6955
oracle_contact_mode_supervisor,cable_routing,contact_jamming,nominal,1,84,0.7024,0.6893,0.7454,0.2207,0.0396,0.0611,0.0366,0.1721,0.6902
oracle_contact_mode_supervisor,cable_routing,contact_jamming,nominal,2,84,0.6071,0.6962,0.7563,0.2258,0.0368,0.0645,0.0318,0.1721,0.7014
oracle_contact_mode_supervisor,cable_routing,contact_jamming,nominal,3,84,0.7381,0.699,0.7606,0.2262,0.0399,0.0487,0.0269,0.1721,0.7141
oracle_contact_mode_supervisor,cable_routing,contact_jamming,nominal,4,84,0.7024,0.6992,0.7308,0.2223,0.0379,0.0641,0.0348,0.1721,0.694
oracle_contact_mode_supervisor,cable_routing,contact_jamming,nominal,5,84,0.7381,0.6974,0.7445,0.2239,0.0427,0.0673,0.0296,0.1721,0.6968
oracle_contact_mode_supervisor,cable_routing,contact_jamming,nominal,6,84,0.7262,0.6985,0.754,0.2178,0.0395,0.0641,0.0227,0.1721,0.7091
oracle_contact_mode_supervisor,cable_routing,contact_jamming,seen_shift,0,84,0.6667,0.6738,0.7625,0.2258,0.0403,0.0762,0.0444,0.1848,0.6877
oracle_contact_mode_supervisor,cable_routing,contact_jamming,seen_shift,1,84,0.6905,0.6696,0.7315,0.2239,0.0404,0.0796,0.0282,0.1848,0.6896
oracle_contact_mode_supervisor,cable_routing,contact_jamming,seen_shift,2,84,0.7381,0.6671,0.7544,0.2262,0.0416,0.0773,0.0306,0.1848,0.7052
oracle_contact_mode_supervisor,cable_routing,contact_jamming,seen_shift,3,84,0.7024,0.6631,0.7377,0.2306,0.041,0.0802,0.0358,0.1848,0.6968
oracle_contact_mode_supervisor,cable_routing,contact_jamming,seen_shift,4,84,0.7262,0.6634,0.7466,0.2212,0.0358,0.0675,0.0272,0.1848,0.6855
oracle_contact_mode_supervisor,cable_routing,contact_jamming,seen_shift,5,84,0.6071,0.6573,0.7396,0.2291,0.041,0.0652,0.0364,0.1848,0.6862
oracle_contact_mode_supervisor,cable_routing,contact_jamming,seen_shift,6,84,0.6548,0.6709,0.7458,0.2153,0.0418,0.0769,0.0297,0.1848,0.6864
oracle_contact_mode_supervisor,cable_routing,contact_jamming,unseen_geometry,0,84,0.7262,0.6377,0.7265,0.2126,0.0415,0.0896,0.0343,0.1912,0.6891
oracle_contact_mode_supervisor,cable_routing,contact_jamming,unseen_geometry,1,84,0.6786,0.6342,0.7519,0.2147,0.0396,0.084,0.0304,0.1912,0.687
oracle_contact_mode_supervisor,cable_routing,contact_jamming,unseen_geometry,2,84,0.6548,0.6369,0.7345,0.2112,0.0418,0.0777,0.0393,0.1912,0.6847
